session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
ub1vsleg,1,zd6uxg9t,0,,InitializeParticipant,1692763413,1,0,0
ub1vsleg,1,zd6uxg9t,1,welfare,Welcome,1692763415,1,0,0
ub1vsleg,1,zd6uxg9t,2,welfare,Consent,1692763415,1,0,0
ub1vsleg,1,zd6uxg9t,3,welfare,Instructions,1692763416,1,0,0
ub1vsleg,1,zd6uxg9t,4,welfare,EconomicsFan,1692763425,1,0,0
ub1vsleg,1,zd6uxg9t,5,welfare,YourTask,1692763429,1,0,0
ub1vsleg,1,zd6uxg9t,6,welfare,CQ,1692763442,1,0,0
ub1vsleg,1,zd6uxg9t,7,welfare,PostCQs,1692763443,1,0,0
ub1vsleg,1,zd6uxg9t,8,welfare,Cases,1692763458,1,0,0
ub1vsleg,1,zd6uxg9t,9,welfare,Cases2,1692763463,1,0,0
ub1vsleg,1,zd6uxg9t,10,welfare,Cases3Explain,1692763465,1,0,0
ub1vsleg,1,zd6uxg9t,11,welfare,Cases3,1692763475,1,0,0
cplzymhf,1,h3y8o3bb,0,,InitializeParticipant,1692763499,1,0,0
cplzymhf,1,h3y8o3bb,1,welfare,Welcome,1692763501,1,0,0
cplzymhf,1,h3y8o3bb,2,welfare,Consent,1692763504,1,0,0
cplzymhf,1,h3y8o3bb,3,welfare,Instructions,1692763505,1,0,0
cplzymhf,1,h3y8o3bb,4,welfare,EconomicsFan,1692763507,1,0,0
cplzymhf,1,h3y8o3bb,5,welfare,YourTask,1692763509,1,0,0
cplzymhf,1,h3y8o3bb,6,welfare,CQ,1692763519,1,0,0
cplzymhf,1,h3y8o3bb,7,welfare,PostCQs,1692763520,1,0,0
cplzymhf,1,h3y8o3bb,8,welfare,Cases,1692763525,1,0,0
cplzymhf,1,h3y8o3bb,9,welfare,Cases2,1692763532,1,0,0
cplzymhf,1,h3y8o3bb,10,welfare,Cases3Explain,1692763533,1,0,0
cplzymhf,1,h3y8o3bb,11,welfare,Cases3,1692763538,1,0,0
7kxw4vu6,1,h29udc9l,0,,InitializeParticipant,1692793339,1,0,0
7kxw4vu6,1,h29udc9l,2,welfare,Consent,1692793860,1,0,0
7kxw4vu6,1,h29udc9l,3,welfare,Instructions,1692793864,1,0,0
7kxw4vu6,1,h29udc9l,4,welfare,EconomicsFan,1692793951,1,0,0
7kxw4vu6,1,h29udc9l,5,welfare,YourTask,1692794097,1,0,0
7kxw4vu6,1,h29udc9l,6,welfare,CQ,1692794157,1,0,0
7kxw4vu6,1,h29udc9l,7,welfare,PostCQs,1692794185,1,0,0
7kxw4vu6,1,h29udc9l,8,welfare,Cases,1692794217,1,0,0
7kxw4vu6,1,h29udc9l,9,welfare,Cases2,1692794251,1,0,0
7kxw4vu6,1,h29udc9l,10,welfare,Cases3Explain,1692794265,1,0,0
7kxw4vu6,1,h29udc9l,11,welfare,Cases3,1692794347,1,0,0
7kxw4vu6,1,h29udc9l,12,welfare,ReviewStatements,1692794385,1,0,0
7kxw4vu6,1,h29udc9l,26,welfare,Cases,1692794426,2,0,0
7kxw4vu6,1,h29udc9l,27,welfare,Cases2,1692794437,2,0,0
7kxw4vu6,1,h29udc9l,28,welfare,Cases3Explain,1692794439,2,0,0
7kxw4vu6,1,h29udc9l,29,welfare,Cases3,1692794446,2,0,0
7kxw4vu6,1,h29udc9l,31,welfare,PostMPL,1692794910,2,0,0
7kxw4vu6,1,h29udc9l,32,welfare,Experience,1692794917,2,0,0
7kxw4vu6,1,h29udc9l,33,welfare,Arkansas,1692794921,2,0,0
7kxw4vu6,1,h29udc9l,34,welfare,Warhol,1692794968,2,0,0
7kxw4vu6,1,h29udc9l,35,welfare,End,1692794980,2,0,0
dt1nxw2o,1,dz3gcmqv,0,,InitializeParticipant,1692794993,1,0,0
dt1nxw2o,1,dz3gcmqv,1,welfare,Welcome,1692794994,1,0,0
dt1nxw2o,1,dz3gcmqv,2,welfare,Consent,1692794997,1,0,0
dt1nxw2o,1,dz3gcmqv,3,welfare,Instructions,1692794998,1,0,0
dt1nxw2o,1,dz3gcmqv,4,welfare,EconomicsFan,1692795001,1,0,0
dt1nxw2o,1,dz3gcmqv,5,welfare,YourTask,1692795004,1,0,0
dt1nxw2o,1,dz3gcmqv,6,welfare,CQ,1692795044,1,0,0
dt1nxw2o,1,dz3gcmqv,7,welfare,PostCQs,1692795046,1,0,0
hyxtp0i1,1,u373fldv,0,,InitializeParticipant,1692796789,1,0,0
hyxtp0i1,2,09lo0i6l,0,,InitializeParticipant,1692797768,1,0,0
hyxtp0i1,2,09lo0i6l,1,welfare,Welcome,1692797770,1,0,0
hyxtp0i1,3,hcndm91p,0,,InitializeParticipant,1692797775,1,0,0
